Utterance,Intent,Category 1,Category 2,Category 3
请问股票，港股， 在网页上查到的手续费是0.25%，最低100港币， 请问能申请更低的手续费吗,投资方案的服务费,Investment,Fees & Charges,Investment_Others
另外问下从香港其他账户转账至贵行，贵行收取何费用？,收取来自香港其他银行账户款项的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
请问股票交易怎么收手续费呢？谢谢,投资方案的服务费,Investment,Fees & Charges,Investment_Others
如果给我的美元账户汇款进来， 汇丰扣什么费用吗？,收取款项需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
刚才收到通知，我的账户要收低额结存服务费,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
转账的手续费是多少呀？,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我给他转账港币免费哈？,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我的低额结存已经到期了，我不想交服务费,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
如果是汇入美金。费用是多少？,收取款项需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
你好，我是大陆户口，在香港本地办理的运筹理财卡。现在银行卡的密码被锁了，我的低额结存已经到期，我不想交服务费但是，这个卡也不能用,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
我想问一下，低额结存服务费每月是多少钱？,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
汇款手续费要多少,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
证券托管服务费怎么收取的？,我被收取了CUSTODIAN FEE SEC，这是什么费用,Investment,General Investment,General Investment_Custody Fee
就是这个托管服务费是每个月都收取的咯？,我被收取了CUSTODIAN FEE SEC，这是什么费用,Investment,General Investment,General Investment_Custody Fee
只要有股票之类的在手上，就要付这笔费用？之前好像没有收过吧,投资方案的服务费,Investment,Fees & Charges,Investment_Others
我需要转7000多美元到美国的一位朋友账户，大概多少费用？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
还有一个问题：如果开美金本票，是否需要收取手续费？,汇丰银行服务及财富管理客户费用,Banking account,General banking account,General banking account_Fees & Charges
我想从香港汇丰，转钱到大陆，自己的账户，有费用吗？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
我想从香港汇丰账户，转钱到大陆，自己的账户，有费用吗？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
您好 请问我在银行账户内部把HKD转化为USD 会有手续费吗,使用银行账户兑换外币需要手续费吗,Banking account,General banking account,General banking account_Fees & Charges
好的。另外我了解一下，香港港币账户如果转账给香港其他的美金账户，有手续费吗,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
我的账户是存款只要达到1万港币是不会有账户管理费用的，请问为什么会扣这笔费用呢？,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
比如我从我的账户向香港永隆银行汇款的手续费是多少，通过网上银行的话,通过在线转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
普通帐户是不是不会收取380的费用,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
请问香港地区的汇丰银行与香港地区的工银亚洲银行之间转账，是否需要收手续费，我指的是港元之外的货币,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
你好 ，请问系统里每月5号扣费BLW BAL FEE 是什么费用呢，是从多久开始扣费呢,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
你好 请问下，去银行取现人民币 需要收取手续费吗？,提取人民币现金的手续费 ,Banking account,General banking account,General banking account_Fees & Charges
是否港币和人民币是不收存款费用?,存入外币现钞需要手续费吗,Banking account,General banking account,General banking account_Fees & Charges
请问香港地区的汇丰银行与香港地区的工银亚洲银行之间，，转账美元，是否收手续费？,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
请问我如果从online banking 从我的HSBC账户转账到我其他香港本地银行账户，是否有收费,通过在线转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
还是理论上香港本地互转，已经没有费用了,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
如果从香港HSBC卓越用户汇款到澳洲HSBC，如何收费？,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我使用的是香港明智理财账户，如果国外汇入美金，手续费是什么计算的,收取汇入电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
另外明智理财账户是不是规定账户要最少一万储蓄，否则会收手续费之类费用对吗,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
请问网上转帐外币到同一银行另一账户要收费吗？,转账至香港汇丰账户需要手续费吗,Move Money,In-house Transfer,In-house Transfer_Fees & Charges
请问美股交易手续费在哪里可以查询到,投资方案的服务费,Investment,Fees & Charges,Investment_Others
我想查询一下付3000美金到美国的花旗银行要多少手续费？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
能否直接告诉我付3000美金到美国的花旗银行需要多少手续费？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
呢个转账每笔手续费系几多啊,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我的股票清空了，每个月的费用还会收么,投资方案的服务费,Investment,Fees & Charges,Investment_Others
请问我从香港汇丰转入美元到香港恒生他人帐户，要收手续费吗？,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
你好，万先生。我的账号是汇丰卓越账号。我看到收费内容，是如果我在新加坡卡片取款，如果在汇丰的atm机器上会收取1%金额的费用？,在海外使用汇丰自动柜员机卡提取现金，有手续费吗,Banking account,General banking account,General banking account_Fees & Charges
如果是大陆汇到香港大学汇丰银行的收费标准不是这样的？,收取汇入电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
我想问一下账户里是要有多少钱，每个月才不扣手续费？,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
我转账美元到渣打，收费标准是多少,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我转出10万美金去中国手续费多少,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
汇丰个人账户转港币到香港的工银亚洲收手续费吗？,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
还有转账费用，怎么结算,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
如果我将账户中的美元transfer到我美国的账户bank of america，手续费是怎么计算的呢,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
在网上设立基金月供投资手续费多少？,投资方案的服务费,Investment,Fees & Charges,Investment_Others
那这个转账是怎么收费的？,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
转账需要收手续费吗,转账需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
我在香港，汇香港本地，是否免手续费,转账至其他本港账户的手续费,Move Money,Local Interbank Transfer,Local Interbank Transfer_Fees & Charges
那我等几天看看吧，这个月平均余额低于要求了，是不是会被收费,什么是BLW BAL FEE,Banking account,General banking account,General banking account_Monthly Service Fee
转到大陆银行，汇丰收多少手续费,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
知道了，汇丰很好，收费不高。因为是按笔收费，即使我汇5万加元的学费到加拿大的大学，也是收65港币，除了海外银行收费，是吗？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
